part_of_collection,budget,genres,id,imdb_id,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,tagline,title,vote_average,vote_count
FALSE,0,"[{u'id': 12, u'name': u'Adventure'}, {u'id': 28, u'name': u'Action'}, {u'id': 53, u'name': u'Thriller'}, {u'id': 878, u'name': u'Science Fiction'}]",61968,86862,"[u""AIRWOLF THE MOVIE It's The First Episode(1984)of airwolf tv series! THE MOVIE THAT INSPIRED THE HIT SERIES. AIRWOLF is an action-adventure movie with hi-tech hardware and international intrigue. Capable of supersonic speeds, invisible to radar and armed with ultra state-of-the-art hardware. Airwolf is the most awesome aerial weapon ever developed. When the helicopter is stolen by Libyan mercenaries, Michael Archangel(ALEX CORD), Project director for the CIA, enlists the help of Vietnam veteran Stringfellow Hawke(JAN MICHAEL VINCENT) and his closest friend Dominic Santini(ERNEST BORGNINE), to attempt to recover the Airwolf. The mission throws them into the midst of Middle Eastern violence and destruction, where they come face to face with danger, romance and intrigue in their battle to re-possess the deadliest aerial weapon ever used.""]",0.33414,/oW4zDJvv7KFxVuE2VFcgRm7L7lJ.jpg,[],[],1/22/1984,0,85,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u''],[u'Airwolf: The Movie'],5.3,20
FALSE,0,"[{u'id': 53, u'name': u'Thriller'}, {u'id': 27, u'name': u'Horror'}, {u'id': 878, u'name': u'Science Fiction'}]",291347,2564978,"[u'After leaving a doctor visit with the worst news, Valerie Dreyfuss and her sister Melissa come to a stop on a lonely stretch of road. Their car is engulfed by a blinding light....12 hours later Valerie wakes to the horror that her sister is gone, nowhere to be found.']",0.260524,/sS918B9sLwtHLnuvO1ENVbRoHq0.jpg,"[{u'name': u'Seskri Produktionz', u'id': 33460}, {u'name': u'King Kai Production', u'id': 33461}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",9/19/2014,0,93,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u''],[u'Lost Time'],3.1,11
FALSE,0,"[{u'id': 16, u'name': u'Animation'}, {u'id': 10402, u'name': u'Music'}]",29204,82009,[u'American Pop is an American animated film that film tells the story of four generations of a Russian Jewish immigrant family of musicians whose careers parallel the history of American popular music.'],0.207386,/zEKCAiyDGqarS5PIMs3ivHVz27M.jpg,"[{u'name': u'Columbia Pictures Corporation', u'id': 441}, {u'name': u'Bakshi Productions', u'id': 4921}, {u'name': u'Aspen Productions', u'id': 4922}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2/13/1981,6000000,96,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'he', u'name': u'\u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea'}, {u'iso_639_1': u'ru', u'name': u'P\u0443\u0441\u0441\u043a\u0438\u0439'}, {u'iso_639_1': u'yi', u'name': u''}]","[u'All those years, all those dreams, all those sons... one of them is going to be a star.']",[u'American Pop'],7.2,18
FALSE,0,"[{u'id': 18, u'name': u'Drama'}]",291351,3450900,[u'A suicidal American befriends a Japanese man lost in a forest near Mt. Fuji and the two search for a way out.'],1.169503,/fOta4nHa7yUfJJyQ1627g8wv4PG.jpg,"[{u'name': u'Roadside Attractions', u'id': 911}, {u'name': u'LionsGate', u'id': 7571}, {u'name': u'Waypoint Entertainment', u'id': 22842}, {u'name': u'Bloom', u'id': 32554}, {u'name': u'Netter Productions', u'id': 32555}, {u'name': u'A24', u'id': 41077}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",4/27/2016,0,110,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'ja', u'name': u'\u65e5\u672c\u8a9e'}]",[u'Love will bring you home.'],[u'The Sea of Trees'],6.2,86
FALSE,320020,"[{u'id': 18, u'name': u'Drama'}]",61980,1577064,"[u""A beautiful young escort, Paul, suffers from trip-like dreams he doesn't understand. These visions are shared by his clients, both scaring and exciting them. Paul is searching for his twin brother, whom he hasn't seen since childhood, and hooks up with enigmatic film director John Baxter. Desired by everyone but lost to himself, Paul is persuaded to make one adult film, which will help him discover himself, and in the process find his twin. But the journey he goes on is a dark one, involving dangerous clients, an unscrupulous rival producer, and unsafe sex. In discovering his true past, Paul is in danger of destroying himself.""]",0.209079,/ju2XTaI3X9IUiJOBb4n4SHemwmy.jpg,"[{u'name': u'Magic Mask Pictures Limited', u'id': 18100}]","[{u'iso_3166_1': u'GB', u'name': u'United Kingdom'}]",12/7/2010,0,106,"[{u'iso_639_1': u'en', u'name': u'English'}]","[u""Selling your body doesn't mean selling your soul""]",[u'Seeing Heaven'],3.5,6
FALSE,10000000,"[{u'id': 18, u'name': u'Drama'}, {u'id': 53, u'name': u'Thriller'}]",127517,1433811,"[u'Disconnect interweaves multiple storylines about people searching for human connection in today\u2019s wired world. Through poignant turns that are both harrowing and touching, the stories intersect with surprising twists that expose a shocking reality into our daily use of technology that mediates and defines our relationships and ultimately our lives.']",0.471786,/kTLcEBTPzptlBP8auLRlK8KTKvV.jpg,"[{u'name': u'Lionsgate', u'id': 1632}, {u'name': u'Liddell Entertainment', u'id': 8533}, {u'name': u'LD Entertainment', u'id': 10285}, {u'name': u'Wonderful Films PLC', u'id': 11140}, {u'name': u'Exclusive Media Group', u'id': 11448}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",9/11/2012,3428048,115,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'Look up.'],[u'Disconnect'],6.9,379
FALSE,10000000,"[{u'id': 53, u'name': u'Thriller'}, {u'id': 28, u'name': u'Action'}, {u'id': 80, u'name': u'Crime'}]",127521,1975249,[u'An ex-mercenary known for finding missing children is hired by a mixed martial arts fighter whose daughter has been kidnapped.'],0.867649,/qpksNxDHN60yPjaPhcnVidgnUGh.jpg,"[{u'name': u'Motion Picture Corporation of America (MPCA)', u'id': 11061}, {u'name': u'Rodin Entertainment', u'id': 23283}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",9/11/2012,0,115,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'fr', u'name': u'Fran\xe7ais'}, {u'iso_639_1': u'es', u'name': u'Espa\xf1ol'}]","[u'The greater the sinner, the greater the saint.']",[u'6 Bullets'],5.3,70
FALSE,0,"[{u'id': 28, u'name': u'Action'}, {u'id': 12, u'name': u'Adventure'}, {u'id': 18, u'name': u'Drama'}, {u'id': 10749, u'name': u'Romance'}]",61988,47264,"[u'The Leiningen South American cocoa plantation is threatened by a 2-mile-wide, 20-mile-long column of army ants.']",0.159636,/i1t4FfKRd6EpN3wrb7HwJJxbE7X.jpg,"[{u'name': u'Paramount Pictures', u'id': 4}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",3/3/1954,0,95,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'es', u'name': u'Espa\xf1ol'}]",[u'The picture about the Marabunta!'],[u'The Naked Jungle'],6.2,16
FALSE,0,"[{u'id': 18, u'name': u'Drama'}]",356901,3352034,"[u""A young African American man, reeling from the tragic loss of his wife, travels to rural Maine to seek answers from his estranged mother-in-law, who is herself confronting guilt and grief over her daughter's death.""]",0.348481,/zAikQq1SHrqemb5qGqtzA4PX72v.jpg,"[{u'name': u'Loveless', u'id': 26951}, {u'name': u'Yoruba Saxon Productions', u'id': 65927}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",8/5/2016,0,82,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u''],[u'Five Nights in Maine'],5.5,11
FALSE,0,"[{u'id': 18, u'name': u'Drama'}, {u'id': 10749, u'name': u'Romance'}]",225832,2461812,[u'A gorgeous young woman enjoys the erotic birthday of her dreams in this steamy tale.'],0.40215,/yDPHV1ZiREthVxDtSwzrh5Ljzxk.jpg,"[{u'name': u'MRG Entertainment', u'id': 15232}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",10/5/2012,0,82,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u''],[u'Birthday Sex'],5,1
FALSE,0,"[{u'id': 10751, u'name': u'Family'}, {u'id': 12, u'name': u'Adventure'}]",356905,3401748,"[u'The story of Allan ""Swampy"" Marsh and his Maremma dog Oddball. Swampy convinced local authorities to allow Oddball to protect a colony of Little Penguins on Middle Island from wild cats and dogs. Oddball succeeds in his campaign and becomes a front runner for Maremma dogs being used to protect other endangered Australian wildlife.']",0.201062,/6YO97iJp72HHlNcgFDMmmj7pjIy.jpg,"[{u'name': u'WTFN Entertainment', u'id': 62924}, {u'name': u'Kmunications', u'id': 62925}]","[{u'iso_3166_1': u'AU', u'name': u'Australia'}]",9/17/2015,0,95,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'Every underdog has his day.'],[u'Oddball'],6.2,23
TRUE,0,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10751, u'name': u'Family'}]",29228,65566,"[u""Some college students manage to persuade the town's big businessman, A. J. Arno, to donate a computer to their college. When the problem- student, Dexter Riley, tries to fix the computer, he gets an electric shock and his brain turns to a computer; now he remembers everything he reads. Unfortunately, he also remembers information which was in the computer's memory, like Arno's illegal businesses..""]",0.966005,/9HaU0tDmjzA7MGlW8ZIj04S5Aul.jpg,"[{u'name': u'Walt Disney Pictures', u'id': 2}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",12/29/1969,0,91,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'fr', u'name': u'Fran\xe7ais'}]",[u''],[u'The Computer Wore Tennis Shoes'],5.8,23
FALSE,0,"[{u'id': 28, u'name': u'Action'}, {u'id': 80, u'name': u'Crime'}, {u'id': 18, u'name': u'Drama'}, {u'id': 53, u'name': u'Thriller'}]",29231,113394,"[u'An elaborate heist unites 8 strangers in a simultaneous assault on targets all over the city- and explodes in a hailstorm of gunfire and high-speed chases in this powerful action-thriller.  Recruited by a Mafia nightclub owner (Eric Roberts), 4 teams launch a brutal cross-town attack to retrieve suitcases full of cash.  But as the violence escalates, the team members discover just who their real target has been all along - and the shocking truth they have in common.']",0.31656,/qucIjQ7qssjPk9d7P46uIw0iLao.jpg,"[{u'name': u'Nu Image Films', u'id': 925}, {u'name': u'Mondofin B.V.', u'id': 5416}, {u'name': u'End Productions', u'id': 38017}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",10/5/1995,0,98,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'ru', u'name': u'P\u0443\u0441\u0441\u043a\u0438\u0439'}]",[u'It was a chance of a lifetime. If they lived that long.'],[u'The Immortals'],7.3,4
FALSE,0,"[{u'id': 18, u'name': u'Drama'}]",62000,40495,[u'A small-town doctor helps a deaf-mute farm girl learn to communicate.'],1.049303,/lLEb6g8bn96PpnwV4FDPgvtiD27.jpg,"[{u'name': u'Warner Bros.', u'id': 6194}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",9/14/1948,0,102,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'There was temptation in her helpless silence...and then torment'],[u'Johnny Belinda'],6.3,14
FALSE,0,"[{u'id': 18, u'name': u'Drama'}, {u'id': 9648, u'name': u'Mystery'}, {u'id': 27, u'name': u'Horror'}]",29235,56368,[u'An artist grows distant from his new wife as an irrational horror of premature burial consumes him.'],0.4104,/pZHnCSPU3AnhXu44nr3fkPosiYG.jpg,"[{u'name': u'American International Pictures (AIP)', u'id': 9266}, {u'name': u'Santa Clara Productions', u'id': 34281}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",3/7/1962,1250000,81,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'fr', u'name': u'Fran\xe7ais'}]",[u'Within the Coffin I Lie...ALIVE!'],[u'Premature Burial'],5.9,23
FALSE,0,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}, {u'id': 10749, u'name': u'Romance'}]",62008,1885265,"[u'Businessman Wesley Deeds is jolted out of his scripted life when he meets Lindsey, a single mother who works on the cleaning crew in his office building.']",0.225226,/AvspLS5qsgQ1oSxPGKMIjk9dETU.jpg,[],"[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2/23/2012,0,111,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'Wesley Deeds is About to Discover the Person He Was Meant to Be.'],[u'Good Deeds'],6.2,41
TRUE,0,"[{u'id': 27, u'name': u'Horror'}]",29243,37099,"[u""An Egyptian high priest travels to America to reclaim the bodies of ancient Egyptian princess Ananka and her living guardian mummy Kharis. Learning that Ananka's spirit has been reincarnated into another body, he kidnaps a young woman of Egyptian descent with a mysterious resemblance to the princess. However, the high priest's greedy desires cause him to lose control of the mummy...""]",0.203074,/3KpBB2326WiFsJOXbXdcxs64ltW.jpg,"[{u'name': u'Universal Pictures', u'id': 33}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",7/7/1944,0,61,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'Nameless! Fleshless! Deathless!'],"[u""The Mummy's Ghost""]",6.9,9
FALSE,1243000,"[{u'id': 28, u'name': u'Action'}, {u'id': 18, u'name': u'Drama'}, {u'id': 37, u'name': u'Western'}]",29244,40064,"[u'Three outlaws on the run discover a dying woman and her baby. They swear to bring the infant to safety across the desert, even at the risk of their own lives.']",0.18846,/jlJm535fWkR8y1X8FG5VCJuu4xf.jpg,"[{u'name': u'Argosy Pictures', u'id': 1281}, {u'name': u'Metro-Goldwyn-Mayer (MGM)', u'id': 8411}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",12/1/1948,2841000,106,"[{u'iso_639_1': u'es', u'name': u'Espa\xf1ol'}, {u'iso_639_1': u'en', u'name': u'English'}]","[u""John Ford's Legend of the Southwest!""]",[u'3 Godfathers'],6.4,29
FALSE,0,"[{u'id': 99, u'name': u'Documentary'}]",422469,4647900,"[u'Fully authorized, access-all-areas feature doc on the hugely charismatic and globally adored Usain Bolt \u2013 officially the fastest man alive. With never-before-seen archive footage of his youth in Jamaica, through to original footage that will be captured at his fourth and final Olympic Games in Rio, where he will compete for the gold in both the 100 and 200 metres races, for a third straight Games before his retirement in 2017. I AM BOLT will reveal the man and define the legacy of this incredible athlete.']",0.176717,/oRVEtjJn7b9zrjMBMbtI7oNmYmR.jpg,[],[],11/28/2016,0,107,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u''],[u'I Am Bolt'],7,14
FALSE,18000000,"[{u'id': 18, u'name': u'Drama'}, {u'id': 36, u'name': u'History'}]",127560,2058107,"[u'A victim from World War II\'s ""Death Railway"" sets out to find those responsible for his torture. A true story.']",0.847816,/3iU9KLIhvc3pdl1SkeD0gv4BO0f.jpg,"[{u'name': u'Archer Street Productions', u'id': 1471}, {u'name': u'Lionsgate', u'id': 1632}, {u'name': u'Pictures in Paradise', u'id': 3207}, {u'name': u'Silver Reel', u'id': 12075}, {u'name': u'Latitude Media', u'id': 15577}, {u'name': u'Thai Occidental Productions', u'id': 15578}]","[{u'iso_3166_1': u'AU', u'name': u'Australia'}, {u'iso_3166_1': u'GB', u'name': u'United Kingdom'}]",12/26/2013,22309223,116,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'Revenge is never a straight line'],[u'The Railway Man'],6.7,234
FALSE,0,"[{u'id': 27, u'name': u'Horror'}, {u'id': 53, u'name': u'Thriller'}]",291413,3612320,[u'A thriller centered around a widower who moves into a seemingly perfect new home with his daughter and new wife.'],0.627972,/6r0uQcxXCJvMmjlxex0kXz9V9qW.jpg,"[{u'name': u'The Safran Company', u'id': 11565}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",10/18/2016,0,88,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u''],[u'Within'],4.2,13
FALSE,0,"[{u'id': 99, u'name': u'Documentary'}]",62043,1646232,"[u'Featuring ten-time world surfing champion Kelly Slater, The Ultimate Wave follows a quest to find the perfect wave-riding experience. Filmed in Tahiti and among the islands of French Polynesia, the film showcases dramatic giant screen surfing action in a unique Pacific paradise.']",0.330203,/qBrUm9vXjlKP1mcNF06OitaWHf8.jpg,"[{u'name': u'Perfect Wave', u'id': 48776}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2/12/2010,0,45,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u''],[u'The Ultimate Wave: Tahiti'],7,3
FALSE,5000000,"[{u'id': 9648, u'name': u'Mystery'}, {u'id': 35, u'name': u'Comedy'}, {u'id': 80, u'name': u'Crime'}]",62046,1541160,"[u""A man caught in the middle of two simultaneous robberies at a bank desperately tries to protect the teller with whom he's secretly in love.""]",0.309443,/czpYP8p0HBXNL3cIsGFMd0a9rSu.jpg,"[{u'name': u'Rising Star', u'id': 1208}, {u'name': u'The Safran Company', u'id': 11565}, {u'name': u'Foresight Unlimited', u'id': 21897}, {u'name': u'Shifting Gears Entertainment', u'id': 23159}]","[{u'iso_3166_1': u'DE', u'name': u'Germany'}, {u'iso_3166_1': u'US', u'name': u'United States of America'}]",8/19/2011,3142154,87,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'Two sets of bank robbers.  One very sticky heist.'],[u'Flypaper'],6.2,207
TRUE,250000000,"[{u'id': 28, u'name': u'Action'}, {u'id': 12, u'name': u'Adventure'}, {u'id': 14, u'name': u'Fantasy'}, {u'id': 878, u'name': u'Science Fiction'}]",127585,1877832,[u'The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past \u2013 to save our future.'],9.000321,/qKkFk9HELmABpcPoc1HHZGIxQ5a.jpg,"[{u'name': u'Twentieth Century Fox Film Corporation', u'id': 306}, {u'name': u""Donners' Company"", u'id': 431}, {u'name': u'Marvel Entertainment', u'id': 7505}, {u'name': u'Bad Hat Harry Productions', u'id': 9168}, {u'name': u'TSG Entertainment', u'id': 22213}, {u'name': u'Down Productions', u'id': 37336}, {u'name': u'Revolution Sun Studios', u'id': 76043}]","[{u'iso_3166_1': u'GB', u'name': u'United Kingdom'}, {u'iso_3166_1': u'US', u'name': u'United States of America'}]",5/15/2014,747862775,131,"[{u'iso_639_1': u'en', u'name': u'English'}]","[u'To save the future, they must alter the past']",[u'X-Men: Days of Future Past'],7.6,4739
FALSE,0,"[{u'id': 28, u'name': u'Action'}, {u'id': 53, u'name': u'Thriller'}]",94818,1816597,"[u'When out-on-bail mob boss Bellavance discovers that $500,000 of his money is missing, he sends four hardcore hit men to send a ""loud and messy"" message to the suspected thieves\' families. But when the killers invade the Rutledge home, they\'ll meet the household\'s emotionally disturbed young son Owen. Owen has a history of violent behavior, knows how to make lethal booby-traps and is about to teach these thugs some deadly lessons in extreme vengeance.']",0.160995,/mYNUajLqfHD1PRJHHI92HOjyPyS.jpg,"[{u'name': u'Anchor Bay', u'id': 8135}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",5/29/2012,0,85,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u''],[u'The Aggression Scale'],5.9,23
FALSE,0,"[{u'id': 27, u'name': u'Horror'}]",127594,1540005,"[u""When a group of teenagers stumble upon a secret lab, they become part of a deadly experiment - The Recreator - evil human clones. Craig, Tracy and Derek come face to face with exact copies of themselves that have only one purpose; to find and kill their originals. With time running out it's up to the original group to destroy the lab and save themselves before they are replaced. Gregory Orr's exciting thriller brings science fiction to life with a sexy edge.""]",0.219808,/jrHI3AiAa4XCccsceW3asjXOzCL.jpg,"[{u'name': u'Tax Credit Finance', u'id': 3782}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2/16/2012,0,91,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'pl', u'name': u'Polski'}]",[u'You Will Be Replaced'],[u'CLONED: The Recreator Chronicles'],4.8,11
FALSE,6000000,"[{u'id': 28, u'name': u'Action'}, {u'id': 18, u'name': u'Drama'}]",21115,416499,"[u'An account of karate competitor Choi Yeung-Eui who went to Japan after World War II to become a fighter pilot but found a very different path instead. He changed his name to Masutatsu Oyama and went across the country, defeating martial artists one after another. This film concentrates on the period when he is still young, and developing his famous karate style, Kyokushin.']",0.212386,/nQHG3CiqjLsu9JahA66FI6WcUBQ.jpg,[],"[{u'iso_3166_1': u'KR', u'name': u'South Korea'}]",8/12/2004,0,120,"[{u'iso_639_1': u'ja', u'name': u'\u65e5\u672c\u8a9e'}, {u'iso_639_1': u'ko', u'name': u'\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0'}]",[u''],[u'Fighter In The Wind'],6,15
FALSE,0,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10749, u'name': u'Romance'}, {u'id': 10770, u'name': u'TV Movie'}]",258691,3346986,"[u""One woman's unexpected race to the altar teaches her a whole new meaning to marriage.""]",0.165748,/xKtgWq0rNr5NSeMZCXdQ0KGB1c.jpg,[],[],3/8/2014,0,83,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u''],[u'A Ring by Spring'],5.4,5
TRUE,0,"[{u'id': 16, u'name': u'Animation'}]",447113,6536944,[u'Monster High: Electrified'],2.499249,/xmmFpf6PD2JVEbrvqQWLe3zPMmv.jpg,"[{u'name': u'Mattel Creations', u'id': 87780}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",4/4/2017,0,72,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'fr', u'name': u'Fran\xe7ais'}]",[u''],[u'Monster High: Electrified'],0,0
FALSE,0,"[{u'id': 35, u'name': u'Comedy'}]",225943,52059,"[u'A love-starved soldier (Tony Curtis) stationed at an Arctic base wins a furlough in Paris, but a pretty, no-nonsense military psychologist (Janet Leigh) is ordered to accompany him as chaperone to keep him out of trouble. Comedy.']",0.207429,/eNFTus0lW4AA8WIPPhoR00tNtuz.jpg,"[{u'name': u'Universal International Pictures (UI)', u'id': 10330}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",10/1/1958,0,93,"[{u'iso_639_1': u'en', u'name': u'English'}]","[u""104 POLAR-TRAPPED G.I.s picked the army's champ woman-chaser to take their furlough by proxy!""]",[u'The Perfect Furlough'],6,1
FALSE,0,"[{u'id': 12, u'name': u'Adventure'}, {u'id': 18, u'name': u'Drama'}, {u'id': 28, u'name': u'Action'}, {u'id': 10751, u'name': u'Family'}]",29339,309912,"[u'The Charles Dickens story of Nicholas Nickleby, a young boy in search of a better life for his recently torn-apart family. A young compassionate man struggles to save his family and friends from the abusive exploitation of his coldheartedly grasping uncle.']",0.514358,/lpoTyRzI35gjWEFozKL0TCKDQXq.jpg,"[{u'name': u'United Artists Corporation', u'id': 8213}, {u'name': u'Hart-Sharp Entertainment', u'id': 11351}, {u'name': u'Potboiler Productions', u'id': 36615}]","[{u'iso_3166_1': u'GB', u'name': u'United Kingdom'}, {u'iso_3166_1': u'US', u'name': u'United States of America'}]",12/27/2002,0,132,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u''],[u'Nicholas Nickleby'],6.6,39
FALSE,0,"[{u'id': 27, u'name': u'Horror'}, {u'id': 53, u'name': u'Thriller'}]",127651,1555093,"[u'The Seasoning House - where young girls are prostituted to the military. An orphaned deaf mute is enslaved to care for them. She moves between the walls and crawlspaces, planning her escape. Planning her ingenious and brutal revenge.']",0.386064,/pz6IlqoYK4jVgPrXXGJd41guSOX.jpg,"[{u'name': u'Templeheart Films', u'id': 14262}, {u'name': u'Filmgate Films', u'id': 18230}, {u'name': u'Sterling Pictures Ltd', u'id': 23099}]","[{u'iso_3166_1': u'GB', u'name': u'United Kingdom'}]",8/21/2012,0,89,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'fr', u'name': u'Fran\xe7ais'}]","[u""Innocence isn't lost... it's taken.""]",[u'The Seasoning House'],6.2,61
FALSE,0,"[{u'id': 53, u'name': u'Thriller'}, {u'id': 18, u'name': u'Drama'}]",217764,173235,"[u'Five friends gather for a celebration that spins wildly out of control. Something goes terribly wrong. Next morning, national sports icon, swimmer Gulli Bj\xf6rns wakes up beside the naked body of a woman. No one knows who she is. No one knows where she comes from. Not his girlfriend. Nor his best buddy. No one remembers what happened. Now, as the questions fly fast and furious, Bj\xf6rns must wander through a mirrored maze of half-truth and full-blown lies to discover the shocking truth in a swirl of deception, manipulation and murder.']",0.170706,/xcB9EIxZuKQuXFZ716q6zTT6R2.jpg,"[{u'name': u'Wave Pictures', u'id': 1098}]","[{u'iso_3166_1': u'IS', u'name': u'Iceland'}]",8/27/1998,0,93,"[{u'iso_639_1': u'is', u'name': u'\xcdslenska'}]",[u''],[u'No Trace'],0,0
FALSE,0,"[{u'id': 18, u'name': u'Drama'}, {u'id': 53, u'name': u'Thriller'}]",94887,2036376,"[u'After a series of bad experiences with men, Shae teams up with her co-worker, Lu, who has a simple, deadly way of dealing with the opposite sex.']",0.184952,/9fzcYg8tQFM3PdUCwVcGQOKfdFJ.jpg,"[{u'name': u'Floren Shieh Productions', u'id': 19761}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",5/17/2012,0,87,"[{u'iso_639_1': u'en', u'name': u'English'}]","[u""Bad girls don't cry. They get even.""]",[u'Girls Against Boys'],4.3,24
FALSE,0,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10749, u'name': u'Romance'}]",53928,391728,"[u""Easy-going, gentle college-boy Adam Baker enjoys frat-life, however disgusting the frat-house gets because of his sloppy house-mates Freddie, Ferguson and Munch. Then Adam meets Eve, starts falling in love, but gets jealous of frat-brother Billy, who 'bumps' almost constantly without seeking love, while Eve guards her campus-unique virginity. As even his thrice-divorced dad, an MD, urges Adam to get laid rather then loved, his patience runs out against healthy hormones""]",0.231924,/4pZPniM9TpF6YgSUF3bDZg5NCTS.jpg,"[{u'name': u'Liquid Films', u'id': 7806}, {u'name': u'Adam & Eve Productions', u'id': 59685}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",11/5/2005,0,91,"[{u'iso_639_1': u'en', u'name': u'English'}]","[u""She's got it all... and he's not getting any.""]",[u'Adam and Eve'],4.3,11
FALSE,0,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}]",29355,92214,"[u""Molly is a high school track coach who knows just as much about football as anyone else on the planet. When a football coach's position becomes vacant, she applies for the job, despite snickers from fellow staff members and her former husband.""]",0.650742,/eVWBcFDQXwrjc5gDxsmQ7WB67CT.jpg,"[{u'name': u'Warner Bros.', u'id': 6194}, {u'name': u'Hawn / Sylbert Movie Company', u'id': 16368}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2/14/1986,0,106,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'Her dream was to coach high school football. Her nightmare was Central High.'],[u'Wildcats'],6.2,43
FALSE,0,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10751, u'name': u'Family'}, {u'id': 18, u'name': u'Drama'}]",29362,446752,[u'A young kid (Pinkston) is forced to live out the lies he told to become popular.'],0.212299,/8wubOMUgha1AIFMuSJXMbUCHGLi.jpg,"[{u'name': u'New Line Cinema', u'id': 12}]","[{u'iso_3166_1': u'IT', u'name': u'Italy'}, {u'iso_3166_1': u'ZA', u'name': u'South Africa'}, {u'iso_3166_1': u'US', u'name': u'United States of America'}]",3/1/2007,0,91,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u''],[u'Full of It'],5.5,18
